name;manufacturer;serving_size;energy_kcal;protein_g;carbohydrate_g;fat_g;sugar_g;sodium_mg;fiber_g;energy_percentage_dv;protein_percentage_dv;carbohydrate_percentage_dv;fat_percentage_dv;sodium_percentage_dv;Lemak jenuh;Natrium;Protein;Karbohidrat total;Energi;Lemak total;Serat pangan;Column1;Column2;Column3;Column4
Mom's Recipe Silky Pudding rasa cokelat (155 g);PT. Forisa Nusapersada;3 g;130.0;3.0;23.0;3.5;17.0;35.0;0.0;6.05;5.0;7.08;5.22;2.33;15.0;0.0;0.0;8.0;7.0;0.0;0.0;;;;
Mom's Recipe Silky Pudding rasa permen karet (155 g);PT. Forisa Nusapersada;3 g;130.0;3.0;24.0;3.0;17.0;40.0;0.0;6.05;5.0;7.38;4.48;2.67;13.0;0.0;0.0;8.0;7.0;0.0;0.0;;;;
Kewpie mayonais original;Tidak Diketahui;1 g;100.0;1.0;0.0;11.0;0.0;70.0;0.0;4.65;1.67;0.0;16.42;4.67;0.0;5.0;0.0;0.0;5.0;17.0;0.0;;;;
Kewpie Thousand island;Tidak Diketahui;1 g;70.0;1.0;4.0;6.0;0.0;260.0;0.0;3.26;1.67;1.23;8.96;17.33;0.0;18.0;0.0;0.0;4.0;9.0;0.0;;;;
Kewpie Tomat pedas;Tidak Diketahui;1 g;80.0;1.0;5.0;6.0;0.0;350.0;0.0;3.72;1.67;1.54;8.96;23.33;0.0;24.0;0.0;0.0;4.0;9.0;0.0;;;;
Kewpie Wijen sangrai;Tidak Diketahui;1 g;90.0;1.0;5.0;7.0;0.0;190.0;0.0;4.19;1.67;1.54;10.45;12.67;0.0;13.0;0.0;0.0;5.0;11.0;0.0;;;;
Kentang; segar;Tidak Diketahui;0.80 g;62.0;2.1;13.5;0.2;0.0;7.0;0.5;2.88;3.5;4.15;0.3;0.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Happytos;Tidak Diketahui;1 g;144.0;2.0;16.0;7.0;0.0;0.0;1.0;6.7;3.33;4.92;10.45;0.0;0.0;0.0;0.0;0.0;7.0;11.0;0.0;;;;
japato potato chips rasa happy honey butter;Tidak Diketahui;1 g;100.0;1.0;13.0;5.0;0.0;270.0;0.0;4.65;1.67;4.0;7.46;18.0;0.0;18.0;0.0;0.0;5.0;8.0;0.0;;;;
Happy Tos Corn Chips;Tidak Diketahui;1 g;130.0;2.0;16.0;6.0;1.0;100.0;1.0;6.05;3.33;4.92;8.96;6.67;13.0;7.0;0.0;0.0;0.0;9.0;0.0;;;;
Yoshinoya Beef bowl (Large bowl);Tidak Diketahui;5 g;1040.0;43.0;131.0;38.0;8.0;0.0;5.0;48.37;71.67;40.31;56.72;0.0;0.0;0.0;72.0;0.0;49.0;57.0;0.0;;;;
Yoshinoya Teriyaki (Large bowl);Tidak Diketahui;9 g;1140.0;66.0;165.0;25.0;25.0;0.0;9.0;53.02;110.0;50.77;37.31;0.0;0.0;0.0;110.0;51.0;54.0;0.0;0.0;;;;
Daun sintrong; segar;Tidak Diketahui;1.90 g;36.0;2.6;6.1;0.9;0.0;64.0;1.7;1.67;4.33;1.88;1.34;4.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Daun ubi tinta; segar;Tidak Diketahui;1.20 g;55.0;1.7;11.9;0.1;0.0;10.0;7.6;2.56;2.83;3.66;0.15;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Sukun muda;Tidak Diketahui;1 g;119.0;1.4;28.1;0.2;0.0;24.0;1.4;5.53;2.33;8.65;0.3;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Kacang tanah sangan tanpa selaput;Tidak Diketahui;2.70 g;559.0;26.9;23.6;44.2;0.0;33.0;2.6;26.0;44.83;7.26;65.97;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Daun selasih; segar;Tidak Diketahui;1.90 g;62.0;4.0;10.5;0.5;0.0;3.0;5.3;2.88;6.67;3.23;0.75;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Peterseli; segar;Tidak Diketahui;2.40 g;53.0;3.7;9.0;1.0;0.0;18.0;0.0;2.47;6.17;2.77;1.49;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Kenari kering;Tidak Diketahui;3 g;657.0;15.0;13.0;66.0;0.0;3.0;0.0;30.56;25.0;4.0;98.51;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Pindang kenari; masakan;Tidak Diketahui;2.80 g;124.0;9.5;0.0;9.6;0.0;370.0;0.0;5.77;15.83;0.0;14.33;24.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Daun pepaya; segar;Tidak Diketahui;2.70 g;87.0;8.0;11.9;2.0;0.0;4.0;1.5;4.05;13.33;3.66;2.99;0.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Kabau; segar;Tidak Diketahui;0.60 g;130.0;6.7;25.2;0.3;0.0;1.0;2.9;6.05;11.17;7.75;0.45;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Ayam goreng sukabumi; dada;Tidak Diketahui;3.40 g;244.0;36.7;1.0;9.2;0.0;0.0;0.0;11.35;61.17;0.31;13.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Ayam goreng sukabumi; paha;Tidak Diketahui;3.60 g;283.0;35.7;0.5;14.3;0.0;0.0;0.0;13.16;59.5;0.15;21.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Jamur encik;Tidak Diketahui;2.70 g;296.0;9.4;62.0;0.1;0.0;2.0;0.0;13.77;15.67;19.08;0.15;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
French fries;Tidak Diketahui;4 g;380.0;5.0;53.0;17.0;0.0;0.0;4.0;17.67;8.33;16.31;25.37;0.0;0.0;0.0;0.0;17.0;18.0;26.0;0.0;;;;
Curry Croquette;Tidak Diketahui;1 g;180.0;1.0;21.0;9.0;1.0;0.0;1.0;8.37;1.67;6.46;13.43;0.0;0.0;0.0;0.0;7.0;9.0;14.0;0.0;;;;
Jantung pisang segar;Tidak Diketahui;1.20 g;32.0;1.2;7.1;0.3;0.0;3.0;3.2;1.49;2.0;2.18;0.45;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Jeruk nipis; segar;Tidak Diketahui;0.40 g;44.0;0.5;10.0;0.2;0.0;3.0;0.4;2.05;0.83;3.08;0.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Pempek belida; masakan;Tidak Diketahui;1.40 g;156.0;4.2;31.6;1.4;0.0;0.0;0.2;7.26;7.0;9.72;2.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Pempek kapal selam; masakan;Tidak Diketahui;1.60 g;152.0;4.5;28.2;2.3;0.0;628.0;0.0;7.07;7.5;8.68;3.43;41.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Sapi; daleman; segar;Tidak Diketahui;2.10 g;183.0;12.0;1.4;14.4;0.0;277.0;0.0;8.51;20.0;0.43;21.49;18.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
Ayam brand tuna dalam air;PT. Ayam brand Indonesia;13 g;50.0;13.0;0.0;0.0;0.0;0.0;0.0;2.33;21.67;0.0;0.0;0.0;0.0;0.0;22.0;0.0;3.0;0.0;0.0;;;;
Daun matel ambon; segar;Tidak Diketahui;3 g;71.0;6.8;11.5;1.6;0.0;0.0;4.6;3.3;11.33;3.54;2.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Daun singkong ambon; segar;Tidak Diketahui;2.90 g;144.0;12.7;25.2;1.2;0.0;44.0;10.2;6.7;21.17;7.75;1.79;2.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Pisang ambon; segar;Tidak Diketahui;1 g;108.0;1.0;24.3;0.8;0.0;10.0;1.9;5.02;1.67;7.48;1.19;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
WRP lose weight meal replacement;PT. Nutrifood Indonesia;3 g;15.0;14.0;35.0;1.5;16.0;260.0;3.0;9.77;23.33;10.77;2.24;17.33;0.0;18.0;24.0;0.0;0.0;0.0;0.0;;;;
Ayam bacem;Tidak Diketahui;13.70 g;147.0;13.7;8.3;6.7;0.0;0.0;0.0;6.84;22.83;2.55;10.0;0.0;0.0;0.0;23.0;0.0;7.0;10.0;0.0;;;;
Tahu bacem;Tidak Diketahui;1.90 g;24.0;1.9;1.09;1.47;0.0;34.0;0.0;1.12;3.17;0.34;2.19;2.27;0.0;3.0;4.0;0.0;0.0;3.0;0.0;;;;
cemcem pilus rasa keju panggang;Tidak Diketahui;1 g;100.0;1.0;13.0;5.0;0.0;270.0;0.0;4.65;1.67;4.0;7.46;18.0;0.0;18.0;0.0;0.0;5.0;8.0;0.0;;;;
Pronas kornet ayam;PT. Canning Indonesia;2 g;70.0;5.0;5.0;3.0;0.0;0.0;2.0;3.26;8.33;1.54;4.48;0.0;0.0;0.0;9.0;0.0;0.0;5.0;7.0;;;;
Tebu terubuk (lilin); segar;Tidak Diketahui;1 g;30.0;4.6;3.0;0.4;0.0;699.0;0.8;1.4;7.67;0.92;0.6;46.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Bentul kukus;Tidak Diketahui;0.90 g;71.0;2.3;15.4;0.3;0.0;0.0;0.5;3.3;3.83;4.74;0.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Nanas palembang; segar;Tidak Diketahui;0.30 g;58.0;0.7;13.3;0.2;0.0;7.0;1.6;2.7;1.17;4.09;0.3;0.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Empal (daging) goreng; masakan;Tidak Diketahui;2 g;248.0;36.2;10.1;6.9;0.0;848.0;0.0;11.53;60.33;3.11;10.3;56.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Ikan Paling; segar;Tidak Diketahui;1 g;303.0;14.0;0.0;27.0;0.0;43.0;0.0;14.09;23.33;0.0;40.3;2.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Esprecielo caramel macchiato;CV. Esprecielo International;0 g;110.0;1.0;17.0;4.0;10.0;0.0;0.0;5.12;1.67;5.23;5.97;0.0;0.0;0.0;0.0;6.0;6.0;6.0;0.0;;;;
Starbucks Espresso Brownie;Tidak Diketahui;4 g;370.0;4.0;43.0;21.0;30.0;115.0;0.0;17.21;6.67;13.23;31.34;7.67;0.0;0.0;0.0;14.0;18.0;32.0;0.0;;;;
Piatos iga penyet;PT.URC;0 g;60.0;0.0;7.0;3.5;0.0;80.0;0.0;2.79;0.0;2.15;5.22;5.33;0.0;6.0;0.0;0.0;3.0;6.0;0.0;;;;
piattos iga penyet;PT. URC Indonesia;1 g;60.0;1.0;13.0;7.0;0.0;160.0;0.0;5.58;1.67;4.0;10.45;10.67;15.0;11.0;0.0;0.0;0.0;11.0;0.0;;;;
Pia 100 Rasa Kacang Hijau;Tidak Diketahui;2 g;100.0;2.0;17.0;3.0;0.0;15.0;0.0;4.65;3.33;5.23;4.48;1.0;0.0;0.0;0.0;6.0;5.0;5.0;0.0;;;;
japato potato chips rasa rumput laut;Tidak Diketahui;1 g;150.0;1.0;15.0;10.0;0.0;150.0;0.0;6.98;1.67;4.62;14.93;10.0;0.0;10.0;0.0;0.0;7.0;15.0;0.0;;;;
Pork rib;Tidak Diketahui;19.90 g;211.0;19.9;0.0;12.01;0.0;0.0;0.0;9.81;33.17;0.0;17.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Kacang tanah sangan;Tidak Diketahui;2.10 g;560.0;29.5;24.1;43.0;0.0;34.0;2.9;26.05;49.17;7.42;64.18;2.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Frozen food Puff Pastry Sheet;Tidak Diketahui;3 g;200.0;3.0;18.0;13.0;0.0;0.0;0.0;9.3;5.0;5.54;19.4;0.0;0.0;0.0;0.0;6.0;10.0;20.0;0.0;;;;
Cheetos Puffs;PT. Frito Lay;0.90 g;160.0;2.0;16.0;10.0;0.9;0.0;0.9;7.44;3.33;4.92;14.93;0.0;0.0;0.0;0.0;5.0;8.0;15.0;0.0;;;;
Promina puff rasa blueberry;Tidak Diketahui;1 g;80.0;1.0;10.0;3.0;0.0;0.0;0.0;3.72;1.67;3.08;4.48;0.0;0.0;0.0;0.0;4.0;4.0;5.0;0.0;;;;
Floridina Orange Pulp & Coco Bitz;PT. Tirta Alam Segar;0 g;90.0;0.0;21.0;0.0;19.0;25.0;0.0;4.19;0.0;6.46;0.0;1.67;0.0;2.0;0.0;7.0;5.0;0.0;0.0;;;;
Minute Maid Pulpy rasa jambu;PT. Coca-cola bottling indonesia;0 g;0.0;0.0;23.0;0.0;22.0;20.0;0.0;4.19;0.0;7.08;0.0;1.33;0.0;2.0;0.0;8.0;5.0;0.0;0.0;;;;
Minute Maid Pulpy rasa jeruk;PT. Coca-cola bottling indonesia;0 g;130.0;0.0;34.0;0.0;27.0;45.0;0.0;6.05;0.0;10.46;0.0;3.0;0.0;3.0;0.0;11.0;7.0;0.0;0.0;;;;
Minute Maid Pulpy rasa anggur dengan nata de coco;PT. Coca-cola bottling indonesia;0 g;0.0;0.0;28.0;0.0;24.0;10.0;0.0;5.12;0.0;8.62;0.0;0.67;0.0;1.0;0.0;9.0;6.0;0.0;0.0;;;;
kentang rebus;Tidak Diketahui;2.50 g;76.0;1.37;17.72;0.14;5.74;27.0;2.5;3.53;2.28;5.45;0.21;1.8;0.0;0.0;0.0;0.0;0.0;0.0;9.0;;;;
Ikan Cakalang; segar;Tidak Diketahui;1.20 g;107.0;19.6;5.5;0.7;0.0;66.0;0.0;4.98;32.67;1.69;1.04;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Jawara cabai tabur jambal;Tidak Diketahui;0 g;10.0;0.0;2.0;0.0;0.0;150.0;0.0;0.47;0.0;0.62;0.0;10.0;0.0;10.0;0.0;1.0;1.0;0.0;0.0;;;;
Jawara cabai tabur bawang goreng;Tidak Diketahui;0 g;10.0;0.0;2.0;0.0;0.0;150.0;0.0;0.47;0.0;0.62;0.0;10.0;0.0;10.0;0.0;1.0;1.0;0.0;0.0;;;;
Red Bull;Tidak Diketahui;0 g;112.0;0.0;28.0;0.0;0.0;0.0;0.0;5.21;0.0;8.62;0.0;0.0;0.0;0.0;0.0;9.0;6.0;0.0;0.0;;;;
Sushi red bull roll;Tidak Diketahui;1 g;484.0;28.0;72.0;7.5;28.0;0.0;1.0;22.51;46.67;22.15;11.19;0.0;0.0;0.0;47.0;23.0;23.0;0.0;0.0;;;;
OREO SOFT CAKE;PT. Kraft foods Indonesia;1 g;80.0;1.0;8.0;5.0;0.0;50.0;0.0;3.72;1.67;2.46;7.46;3.33;0.0;4.0;0.0;0.0;4.0;8.0;0.0;;;;
Koko krunch;PT. Nestle Indonesia;1 g;110.0;2.0;23.0;1.0;9.0;0.0;1.0;5.12;3.33;7.08;1.49;0.0;0.0;0.0;4.0;8.0;6.0;0.0;0.0;;;;
Krupuk udang Ny. Siok (mentah);Tidak Diketahui;2 g;70.0;2.0;16.0;0.0;2.0;260.0;0.0;3.26;3.33;4.92;0.0;17.33;0.0;18.0;4.0;5.0;0.0;0.0;0.0;;;;
Cookies Oat krunch coklat gelap;PT. Munchy's Indonesia;2 g;120.0;2.0;18.0;4.5;6.0;0.0;2.0;5.58;3.33;5.54;6.72;0.0;0.0;0.0;0.0;0.0;6.0;7.0;7.0;;;;
Kacang tunis;Tidak Diketahui;3.20 g;351.0;12.2;72.9;1.2;0.0;1.0;29.5;16.33;20.33;22.43;1.79;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Carica papaya; segar;Tidak Diketahui;0.90 g;24.0;1.9;3.7;0.2;0.0;0.0;1.0;1.12;3.17;1.14;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Rica-rica taipa;Tidak Diketahui;1.40 g;49.0;1.6;10.0;0.3;0.0;426.0;0.0;2.28;2.67;3.08;0.45;28.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Babi hutan masak rica;Tidak Diketahui;2.70 g;491.0;24.6;0.2;16.3;0.0;1415.0;0.0;22.84;41.0;0.06;24.33;94.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Tikus rica; masakan;Tidak Diketahui;4 g;257.0;18.8;3.8;18.5;0.0;1724.0;0.0;11.95;31.33;1.17;27.61;114.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Merica; kering;Tidak Diketahui;4.40 g;365.0;11.5;64.4;6.8;0.0;4.0;1.0;16.98;19.17;19.82;10.15;0.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Ale; toge; tauge; kecambah; segar;Tidak Diketahui;0.70 g;37.0;4.4;3.8;0.5;0.0;2.0;1.7;1.72;7.33;1.17;0.75;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Folabee rasa coklat;PT. Serena Indopangan Industri;2 g;25.0;3.0;26.0;5.0;9.0;190.0;2.0;7.44;5.0;8.0;7.46;12.67;13.0;13.0;0.0;8.0;0.0;0.0;0.0;;;;
Pop Ice Rasa Cokelat;Tidak Diketahui;1 g;10.0;1.0;22.0;1.0;17.0;35.0;0.0;4.65;1.67;6.77;1.49;2.33;0.0;3.0;0.0;7.0;5.0;0.0;0.0;;;;
Matcha Tea Latte;Tidak Diketahui;6.50 g;190.0;6.5;31.5;4.0;30.0;0.0;0.0;8.84;10.83;9.69;5.97;0.0;0.0;0.0;11.0;10.0;9.0;0.0;0.0;;;;
Labu kuning; segar;Tidak Diketahui;1.20 g;51.0;1.7;10.0;0.5;0.0;280.0;2.7;2.37;2.83;3.08;0.75;18.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Susu Slim dan fit coklat;PT. Kalbe Nutritional;5 g;200.0;15.0;30.0;3.0;12.0;0.0;5.0;9.3;25.0;9.23;4.48;0.0;0.0;0.0;25.0;0.0;10.0;0.0;17.0;;;;
Susu Slim dan fit vanila;PT. Kalbe Nutritional;5 g;200.0;15.0;30.0;2.5;13.0;0.0;5.0;9.3;25.0;9.23;3.73;0.0;0.0;0.0;25.0;0.0;10.0;0.0;17.0;;;;
Fitmee mie goreng Korea;PT. FIT;3 g;150.0;1.0;29.0;4.0;6.0;400.0;3.0;6.98;1.67;8.92;5.97;26.67;0.0;27.0;0.0;9.0;0.0;0.0;10.0;;;;
Fitmee rasa soto;PT. FIT;2 g;60.0;0.0;10.0;2.0;2.0;430.0;2.0;2.79;0.0;3.08;2.99;28.67;0.0;29.0;0.0;4.0;0.0;0.0;7.0;;;;
Terong asam; segar;Tidak Diketahui;0.80 g;37.0;2.0;6.3;0.4;0.0;3.0;3.2;1.72;3.33;1.94;0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Lema / rebung asam;Tidak Diketahui;0.40 g;15.0;1.0;1.9;0.4;0.0;3.0;0.0;0.7;1.67;0.58;0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
san remo pasta sauce spaghetti (mentah);PT. Sukanda djaya;3.80 g;457.0;15.0;90.0;2.5;3.1;0.0;3.8;21.26;25.0;27.69;3.73;0.0;0.0;0.0;25.0;28.0;22.0;0.0;0.0;;;;
Pasta La fonte spaghetti with mushroom sauce;PT. Indofood CBP Sukses Makmur Tbk.;3 g;340.0;8.0;60.0;4.0;7.0;0.0;3.0;15.81;13.33;18.46;5.97;0.0;0.0;0.0;14.0;19.0;16.0;0.0;0.0;;;;
Pasta La fonte spaghetti with chicken sauce;PT. Indofood CBP Sukses Makmur Tbk.;4 g;340.0;10.0;57.0;8.0;0.0;0.0;4.0;15.81;16.67;17.54;11.94;0.0;0.0;0.0;17.0;18.0;16.0;0.0;0.0;;;;
tini mini biti;Tidak Diketahui;1 g;60.0;1.0;8.0;2.5;0.0;140.0;0.0;2.79;1.67;2.46;3.73;9.33;0.0;10.0;0.0;0.0;3.0;4.0;0.0;;;;
Kacang atom;Tidak Diketahui;2.20 g;533.0;27.8;28.8;38.1;0.0;0.0;2.5;24.79;46.33;8.86;56.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Tomat merah; segar;Tidak Diketahui;0.60 g;24.0;1.3;4.7;0.5;0.0;10.0;1.5;1.12;2.17;1.45;0.75;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Tomat muda; segar;Tidak Diketahui;2 g;24.0;2.0;3.3;0.7;0.0;10.0;1.8;1.12;3.33;1.02;1.04;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Ikan Katombo asin;Tidak Diketahui;15.50 g;162.0;31.7;0.3;2.8;0.0;4393.0;0.0;7.53;52.83;0.09;4.18;292.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Yogurt greek yummy strawberry;PT. Heavenly nutrition indonesia;8 g;120.0;8.0;16.0;3.0;9.0;70.0;0.0;5.58;13.33;4.92;4.48;4.67;0.0;0.0;14.0;5.0;6.0;0.0;0.0;;;;
Mayumi saus creamy serbaguna rasa pedas (180 g);PT. AJINOMOTO INDONESIA;591 g;100.0;0.0;3.0;10.0;3.0;270.0;0.0;4.65;0.0;0.92;14.93;18.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;;;;
Yummy bites Originak;CV. KUSUMA FOOD INDONESIA;2 g;50.0;2.0;8.0;1.0;2.0;35.0;0.0;2.33;3.33;2.46;1.49;2.33;0.0;3.0;4.0;3.0;0.0;0.0;0.0;;;;
Soboro Bread;Tidak Diketahui;1 g;300.0;7.0;56.0;7.0;16.0;0.0;1.0;13.95;11.67;17.23;10.45;0.0;0.0;0.0;12.0;18.0;14.0;0.0;0.0;;;;
Beras siger;Tidak Diketahui;0.70 g;344.0;1.1;28.3;0.2;0.0;106.0;5.6;16.0;1.83;8.71;0.3;7.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Doritos Nacho Cheese;Tidak Diketahui;2 g;100.0;2.0;12.0;5.0;0.0;125.0;0.0;4.65;3.33;3.69;7.46;8.33;0.0;9.0;0.0;0.0;5.0;8.0;0.0;;;;
Ayam; ampela; goreng;Tidak Diketahui;1.80 g;270.0;32.3;9.9;11.2;0.0;980.0;0.0;12.56;53.83;3.05;16.72;65.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
Sop daging sapi; masakan;Tidak Diketahui;0.90 g;49.0;5.8;5.3;0.5;0.0;391.0;0.0;2.28;9.67;1.63;0.75;26.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Sop kaki sapi; masakan;Tidak Diketahui;0.90 g;68.0;9.0;3.7;1.9;0.0;435.0;0.0;3.16;15.0;1.14;2.84;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Gatep; segar;Tidak Diketahui;1.60 g;191.0;4.5;39.7;1.5;0.0;17.0;13.4;8.88;7.5;12.22;2.24;1.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Teh botol sosro tawar;PT. Mayora Indah Tbk.;0 g;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Keju Castello Brie;PT. Jerindo Jaya Abadi;0 g;73.0;5.0;0.03;6.0;0.03;0.0;0.0;3.4;8.33;0.01;8.96;0.0;0.0;0.0;9.0;0.0;4.0;9.0;0.0;;;;
Keju Castello camembert;Tidak Diketahui;5 g;73.0;5.0;0.03;6.0;0.03;0.0;0.0;3.4;8.33;0.01;8.96;0.0;0.0;0.0;9.0;0.0;4.0;9.0;0.0;;;;
Betok wadi; masakan;Tidak Diketahui;3.40 g;145.0;16.3;4.1;7.0;0.0;69.0;0.0;6.74;27.17;1.26;10.45;4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Ikan Papuyu / betok; segar;Tidak Diketahui;1.20 g;120.0;14.3;4.6;4.9;0.0;240.0;0.0;5.58;23.83;1.42;7.31;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Diabetasol sweetener;PT. Kalbe Nutritional;0 g;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;;;;
MILO cereal;PT. Nestle Indonesia;2 g;110.0;2.0;23.0;1.0;9.0;0.0;2.0;5.12;3.33;7.08;1.49;0.0;0.0;0.0;0.0;8.0;6.0;0.0;7.0;;;;
Origo coffe cereal latte;Tidak Diketahui;6.80 g;238.0;6.8;38.69;6.0;17.39;0.0;0.0;11.07;11.33;11.9;8.96;0.0;0.0;0.0;12.0;12.0;12.0;0.0;0.0;;;;
Ayam brand chilli tuna;PT. Ayam brand Indonesia;8 g;100.0;8.0;3.0;6.0;2.0;0.0;0.0;4.65;13.33;0.92;8.96;0.0;0.0;0.0;14.0;0.0;5.0;9.0;0.0;;;;
Baked Potato Chili'n cheese;Tidak Diketahui;8 g;460.0;19.0;71.0;11.0;7.0;0.0;8.0;21.4;31.67;21.85;16.42;0.0;0.0;0.0;32.0;22.0;0.0;0.0;27.0;;;;
Chili Cheese Fries ( 1 porsi);Tidak Diketahui;6 g;500.0;16.0;53.0;25.0;4.0;0.0;6.0;23.26;26.67;16.31;37.31;0.0;0.0;0.0;27.0;0.0;24.0;38.0;0.0;;;;
hilo teen;PT.Nutrifood indonesia;6 g;25.0;6.0;33.0;2.5;26.0;135.0;0.0;8.37;10.0;10.15;3.73;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Gemez Enaak Snack Mi;PT. Siantar Top;2 g;40.0;2.0;13.0;4.0;0.0;240.0;0.0;4.65;3.33;4.0;5.97;16.0;0.0;16.0;0.0;0.0;0.0;6.0;0.0;;;;
Pankreas kambing (mentah);Tidak Diketahui;0 g;152.0;14.84;0.0;9.82;0.0;0.0;0.0;7.07;24.73;0.0;14.66;0.0;0.0;0.0;25.0;0.0;0.0;15.0;0.0;;;;
Domino Pizza Beef Pepperoni feast;Tidak Diketahui;2 g;370.0;16.0;36.0;17.0;3.0;890.0;2.0;17.21;26.67;11.08;25.37;59.33;0.0;60.0;27.0;0.0;0.0;26.0;0.0;;;;
Jasuke; jagung susu keju;Tidak Diketahui;3.22 g;86.0;3.22;19.02;1.18;0.0;0.0;0.0;4.0;5.37;5.85;1.76;0.0;0.0;0.0;6.0;6.0;4.0;0.0;0.0;;;
TEH KOTAK JASMINE TEA;"PT. ULTRAJAYA MILK INDUSTRY & TRANDING CO,,TBK";0 g;100.0;0.0;26.0;0.0;26.0;15.0;0.0;4.65;0.0;8.0;0.0;1.0;0.0;1.0;0.0;8.0;5.0;0.0;0.0;;;;
Sayur lilin-terubuk;Tidak Diketahui;1.40 g;36.0;2.7;4.8;0.7;0.0;30.0;1.4;1.67;4.5;1.48;1.04;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Yupi Gummy Pizza;PT. Yupi Indo Jelly Gum;1 g;0.0;1.0;12.0;0.0;8.0;0.0;0.0;2.33;1.67;3.69;0.0;0.0;0.0;0.0;2.0;4.0;3.0;0.0;0.0;;;;
Labu waluh; segar;Tidak Diketahui;1 g;32.0;1.1;6.6;0.1;0.0;1.0;0.5;1.49;1.83;2.03;0.15;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Waluh balamak;Tidak Diketahui;1 g;45.0;0.8;8.1;0.9;0.0;61.0;7.9;2.09;1.33;2.49;1.34;4.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
